code_muni,uf,municipality,adoption_year,population_2010,population_class,log_population_2010,rural_share_2010,extreme_poverty_pct_2010,vulnerable_poverty_pct_2010,income_pc_2010,agricultural_employment_pct_2010,adult_illiteracy_pct_2010,public_sector_employment_pct_2010,idhm_2010,treated,eligible_control,af_share_t-2,af_share_t-1,af_share_t1,af_share_t2,af_share_t3,af_share_observed_t-2,af_share_observed_t-1,af_share_observed_t1,af_share_observed_t2,af_share_observed_t3,compliant_30_t-2,compliant_30_t-1,compliant_30_t1,compliant_30_t2,compliant_30_t3,pnae_record_observed_t-2,pnae_record_observed_t-1,pnae_record_observed_t1,pnae_record_observed_t2,pnae_record_observed_t3,cohort,pre_2,pre_1,pre_average,pre_trend,post_average,post_compliance,observed_all_pre,observed_all_post,distance,weights,subclass
2107506,MA,PAÇO DO LUMIAR,2016,105121,100_a_500_mil,11.562867346610785,25.028300720122527,7.77,44.76,444.5,7.19,6.13,6.26,0.724,1,FALSE,18.217960679832515,13.053247502337891,17.643685183141642,30.74,34.9,18.217960679832515,13.053247502337891,17.643685183141642,30.74,34.9,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,18.217960679832515,13.053247502337891,15.635604091085202,-5.164713177494624,27.761228394380545,0.6666666666666666,TRUE,TRUE,0.02918145941193786,1,13
2108306,MA,PENALVA,2025,34267,20_a_50_mil,10.441938070914238,51.57731928677737,28.63,76.08,201.99,53.4,22.88,8.27,0.554,0,TRUE,36.127318652545334,32.125738632866316,29.532032048551148,29.220000000000002,28.399999999999995,36.127318652545334,32.125738632866316,29.532032048551148,29.220000000000002,28.399999999999995,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,36.127318652545334,32.125738632866316,34.12652864270582,-4.001580019679018,29.05067734951705,0,TRUE,TRUE,0.008150617481979936,1,14
2108702,MA,PIO XII,2016,22016,20_a_50_mil,9.99952474073307,43.409338662790695,27.79,74.32,223.37,51.96,33.98,5.36,0.541,1,FALSE,41.64943907237343,22.93233454000145,3.595994187834244,11.93,0,41.64943907237343,22.93233454000145,3.595994187834244,11.93,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,41.64943907237343,22.93233454000145,32.290886806187444,-18.717104532371984,5.175331395944748,0,TRUE,TRUE,0.01080670621447354,1,14
2109452,MA,RAPOSA,2016,26327,20_a_50_mil,10.17835030752565,36.66198199566985,15.47,64.38,274,30.61,16.45,4.33,0.626,1,FALSE,33.33336382049161,31.246755119700033,13.470673912639318,30.44,19.7,33.33336382049161,31.246755119700033,13.470673912639318,30.44,19.7,1,1,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,33.33336382049161,31.246755119700033,32.29005947009583,-2.0866087007915795,21.20355797087977,0.3333333333333333,TRUE,TRUE,0.014899870313265286,1,15
2109502,MA,RIACHÃO,2025,20209,20_a_50_mil,9.913883328718248,49.5026968182493,29.23,66.34,281.53,44.89,21.79,5.54,0.576,0,TRUE,11.126900584795322,13.030297721074366,10.70897573406539,12.71,17.1,11.126900584795322,13.030297721074366,10.70897573406539,12.71,17.1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,11.126900584795322,13.030297721074366,12.078599152934844,1.9033971362790432,13.506325244688464,0,TRUE,TRUE,0.008287424013292582,1,7
2109601,MA,ROSÁRIO,2024,39576,20_a_50_mil,10.585978152907545,41.24722053769962,20.14,65.17,271.65,27.68,19.62,7.78,0.632,0,TRUE,34.98703958198678,25.519108944316464,21.284633203694206,34.94,33.3,34.98703958198678,25.519108944316464,21.284633203694206,34.94,33.3,1,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,34.98703958198678,25.519108944316464,30.25307426315162,-9.467930637670314,29.8415444012314,0.6666666666666666,TRUE,TRUE,0.015116184742644386,1,15
2110005,MA,SANTA LUZIA,2025,74043,50_a_100_mil,11.21240128450515,65.17023891522494,33.69,77.94,210.3,50.15,36.18,6.84,0.55,0,TRUE,0.6020310856124094,0,6.302560918307648,2.54,6.499999999999999,0.6020310856124094,0,6.302560918307648,2.54,6.499999999999999,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0.6020310856124094,0,0.3010155428062047,-0.6020310856124094,5.1141869727692155,0,TRUE,TRUE,0.016850257080201336,1,18
2110278,MA,SANTO AMARO DO MARANHÃO,2025,13820,ate_20_mil,9.53387209732166,73.73371924746743,50.78,87.67,135.04,63.66,27.45,5.48,0.518,0,TRUE,0,0,0,61.019999999999996,0,0,0,0,61.019999999999996,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,0,0,0,20.34,0.3333333333333333,TRUE,TRUE,0.005498783045891085,1,11
2110906,MA,SÃO FRANCISCO DO MARANHÃO,2020,12146,ate_20_mil,9.40475517645752,66.21109830396838,40.44,77.73,182.63,64.23,38.96,2.91,0.528,0,TRUE,31.880069066024586,37.75938089502034,1.5862387713019364,27.500000000000004,14.6,31.880069066024586,37.75938089502034,1.5862387713019364,27.500000000000004,14.6,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,31.880069066024586,37.75938089502034,34.819724980522466,5.879311828995757,14.56207959043398,0,TRUE,TRUE,0.018901378760392745,1,16
2111078,MA,SÃO JOÃO DO SOTER,2016,17238,ate_20_mil,9.754871528207344,61.445643346095835,37,79.52,165.1,66.05,43.11,5.14,0.517,1,FALSE,17.78782726963618,34.19942778249081,24.796240224293268,28.830000000000002,36,17.78782726963618,34.19942778249081,24.796240224293268,28.830000000000002,36,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,17.78782726963618,34.19942778249081,25.99362752606349,16.41160051285463,29.875413408097756,0.3333333333333333,TRUE,TRUE,0.019061943333753585,1,16
2111573,MA,SÃO PEDRO DOS CRENTES,2016,4425,ate_20_mil,8.39502555744203,44.92655367231639,22.8,65.66,257.76,36.92,21.22,17.03,0.6,1,FALSE,47.34343220338983,21.722469656717195,34.2678936939291,17.52,57.7,47.34343220338983,21.722469656717195,34.2678936939291,17.52,57.7,1,0,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,47.34343220338983,21.722469656717195,34.53295093005352,-25.620962546672637,36.49596456464303,0.6666666666666666,TRUE,TRUE,0.0026319840185479756,1,17
2112506,MA,TUTÓIA,2016,52788,50_a_100_mil,10.87403917113672,64.61316965977116,28.75,73.92,235.35,43.17,31.9,3.45,0.561,1,FALSE,18.796830108082634,26.55851775535118,11.319611523601482,37.07,29,18.796830108082634,26.55851775535118,11.319611523601482,37.07,29,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,18.796830108082634,26.55851775535118,22.677673931716907,7.761687647268545,25.796537174533828,0.3333333333333333,TRUE,TRUE,0.02035311768660785,1,18
2204600,PI,HUGO NAPOLEÃO,2016,3771,ate_20_mil,8.235095497258357,17.84672500662954,30.11,73.45,214.09,48.34,34.28,4.08,0.599,1,FALSE,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,0,0,0,0,0,0,TRUE,FALSE,0.014964046515317613,1,19
2205276,PI,JATOBÁ DO PIAUÍ,2024,4656,ate_20_mil,8.445911989411274,80.9278350515464,26.21,66.9,209.21,64.94,32.62,5.04,0.566,0,TRUE,2.240995611254087,0,0,0,2.2,2.240995611254087,0,0,,2.2,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,2.240995611254087,0,1.1204978056270436,-2.240995611254087,0.7333333333333334,0,TRUE,FALSE,0.013170371823818083,1,20
2208601,PI,PRATA DO PIAUÍ,,3085,ate_20_mil,8.034306936339489,17.27714748784441,30.22,73.9,212.64,44.74,38.24,0.54,0.565,0,TRUE,0,0,0,0,1.2,0,0,0,,1.2,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,0,0,0,0,0.39999999999999997,0,TRUE,FALSE,0.011670247738318384,1,19
2210359,PI,SÃO LOURENÇO DO PIAUÍ,2016,4427,ate_20_mil,8.395477432732141,74.85882087192229,23.29,59.42,261.24,60.7,26.34,2.57,0.595,1,FALSE,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,0,0,0,0,0,0,TRUE,FALSE,0.016403850145385993,1,20
2300507,CE,ALCÂNTARAS,2016,10771,ate_20_mil,9.28461261635077,67.9881162380466,20.12,67.24,243.73,28.26,31.78,5.84,0.6,1,FALSE,15.1913635605239,8.533634051325247,6.9661182818451115,12.39,100,15.1913635605239,8.533634051325247,6.9661182818451115,12.39,100,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,15.1913635605239,8.533634051325247,11.862498805924574,-6.657729509198653,39.78537276061504,0.3333333333333333,TRUE,TRUE,0.012891004097931716,1,21
2301109,CE,ARACATI,2026,69159,50_a_100_mil,11.144163480467705,36.32788212669356,14.18,59.26,349.26,26.68,22.33,3.51,0.655,0,TRUE,32.38289403216235,30.678326734321498,4.086667001910892,15.29,20.8,32.38289403216235,30.678326734321498,4.086667001910892,15.29,20.8,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,32.38289403216235,30.678326734321498,31.53061038324192,-1.7045672978408497,13.392222333970297,0,TRUE,TRUE,0.0422076843639585,1,26
2302404,CE,BOA VIAGEM,2016,52498,50_a_100_mil,10.868530352615977,49.32378376319098,31.91,71.03,250.47,56.14,35.58,5.17,0.598,1,FALSE,0,0,3.205616229732448,19.54,21.6,0,0,3.205616229732448,19.54,21.6,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,0,0,0,14.781872076577482,0,TRUE,TRUE,0.04065094182570869,1,22
2303303,CE,CARIÚS,2016,18567,ate_20_mil,9.829141090407472,55.24317337211181,28.7,67.79,239.39,51.58,34.57,2.69,0.597,1,FALSE,29.61479923810896,29.506539747796598,33.33340893943913,33.95,32.2,29.61479923810896,29.506539747796598,33.33340893943913,33.95,32.2,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,29.61479923810896,29.506539747796598,29.56066949295278,-0.10825949031236348,33.16113631314638,1,TRUE,TRUE,0.03900923865509452,1,23
2303402,CE,CARNAUBAL,2024,16746,ate_20_mil,9.725914702764378,52.46626059954616,27.18,73.86,224.37,51.88,32.67,0.8,0.593,0,TRUE,40.49321230104281,43.31423443363369,24.09128846293857,33.54,78.2,40.49321230104281,43.31423443363369,24.09128846293857,33.54,78.2,1,1,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,40.49321230104281,43.31423443363369,41.90372336733825,2.8210221325908833,45.27709615431286,0.6666666666666666,TRUE,TRUE,0.04151204092340385,1,23
2304251,CE,CRUZ,2016,22479,20_a_50_mil,10.020336819032421,57.43138039948396,24.71,67.89,282.51,38.73,27.07,4.56,0.632,1,FALSE,12.495695729808979,2.55668644769528,14.352633548248516,38.47,39.9,12.495695729808979,2.55668644769528,14.352633548248516,38.47,39.9,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,12.495695729808979,2.55668644769528,7.52619108875213,-9.939009282113698,30.907544516082837,0.6666666666666666,TRUE,TRUE,0.026740446739119076,1,24
2304707,CE,GRANJA,2026,52645,50_a_100_mil,10.87132654629086,50.81774147592364,43.63,82.31,173.99,55.36,42.37,2.06,0.559,0,TRUE,9.584219140812815,12.827379469549765,8.6330235465019,24.11,18.8,9.584219140812815,12.827379469549765,8.6330235465019,24.11,18.8,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,9.584219140812815,12.827379469549765,11.20579930518129,3.24316032873695,17.181007848833968,0,TRUE,TRUE,0.04230769801263892,1,22
2304806,CE,GRANJEIRO,2024,4629,ate_20_mil,8.44009614103127,70.40397494059192,27.99,70.13,221.14,37.99,33.66,1.09,0.585,0,TRUE,0,0,27.692250937225815,80.83999999999999,29.5,0,0,27.692250937225815,80.83999999999999,29.5,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,0,0,0,46.010750312408604,0.3333333333333333,TRUE,TRUE,0.014457866653182702,1,21
2305001,CE,GUARACIABA DO NORTE,2026,37775,20_a_50_mil,10.53940278714094,53.929847782925215,19.81,71.11,247.55,53.19,31.35,1.65,0.609,0,TRUE,34.646899537568665,35.90025093783043,31.42437973632546,23.93,63.8,34.646899537568665,35.90025093783043,31.42437973632546,23.93,63.8,1,1,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,34.646899537568665,35.90025093783043,35.273575237699546,1.2533514002617636,39.718126578775156,0.6666666666666666,TRUE,TRUE,0.059094459386440853,1,25
2308005,CE,MASSAPÊ,2024,35191,20_a_50_mil,10.468545647075837,31.84905231451223,21.32,68.12,231.47,22.35,31.11,2.1,0.616,0,TRUE,3.9309232031755195,0,4.373081650720482,33.9,29.5,3.9309232031755195,0,4.373081650720482,33.9,29.5,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,3.9309232031755195,0,1.9654616015877597,-3.9309232031755195,22.591027216906827,0.3333333333333333,TRUE,TRUE,0.023713930801981236,1,24
2308401,CE,MISSÃO VELHA,2016,34274,20_a_50_mil,10.442142328220795,55.01254595320068,20.65,68.98,293.16,48.88,30.3,1.04,0.622,1,FALSE,18.055862182749806,29.694225549023066,30.380507909556187,40.99,29.199999999999996,18.055862182749806,29.694225549023066,30.380507909556187,40.99,29.199999999999996,0,0,1,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,18.055862182749806,29.694225549023066,23.875043865886436,11.63836336627326,33.52350263651873,0.6666666666666666,TRUE,TRUE,0.06229575666554998,1,25
2311801,CE,RUSSAS,2016,69833,50_a_100_mil,11.153861956395138,35.62928701330316,7.55,50.17,372.43,23.17,21.02,4.24,0.674,1,FALSE,30.897335414070596,13.286515771117388,30.554557856436897,37.04,62.1,30.897335414070596,13.286515771117388,30.554557856436897,37.04,62.1,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,30.897335414070596,13.286515771117388,22.09192559259399,-17.61081964295321,43.23151928547897,1,TRUE,TRUE,0.040526586433389536,1,26
2903904,BA,BOM JESUS DA LAPA,2024,63480,50_a_100_mil,11.058480174640346,32.10617517328292,17.6,60.58,367.62,28.47,20.8,7.95,0.633,0,TRUE,30.830701886580847,28.670802062871697,30.944445255619097,35.5,44.6,30.830701886580847,28.670802062871697,30.944445255619097,35.5,44.6,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,30.830701886580847,28.670802062871697,29.75075197472627,-2.15989982370915,37.014815085206365,1,TRUE,TRUE,0.01820396651076533,1,27
2917607,BA,JAGUAQUARA,2016,51011,50_a_100_mil,10.839796574724032,23.83995608790261,12.81,63.91,307.08,36.73,28.85,2.45,0.58,1,FALSE,47.30047446897546,28.06638207043757,31.35540699661944,29.270000000000003,30.5,47.30047446897546,28.06638207043757,31.35540699661944,29.270000000000003,30.5,1,0,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,47.30047446897546,28.06638207043757,37.68342826970651,-19.23409239853789,30.375135665539815,0.6666666666666666,TRUE,TRUE,0.018273089648047934,1,27
