code_muni,uf,municipality,adoption_year,population_2010,population_class,log_population_2010,rural_share_2010,extreme_poverty_pct_2010,vulnerable_poverty_pct_2010,income_pc_2010,agricultural_employment_pct_2010,adult_illiteracy_pct_2010,public_sector_employment_pct_2010,idhm_2010,treated,eligible_control,af_share_t-2,af_share_t-1,af_share_t1,af_share_t2,af_share_t3,af_share_observed_t-2,af_share_observed_t-1,af_share_observed_t1,af_share_observed_t2,af_share_observed_t3,compliant_30_t-2,compliant_30_t-1,compliant_30_t1,compliant_30_t2,compliant_30_t3,pnae_record_observed_t-2,pnae_record_observed_t-1,pnae_record_observed_t1,pnae_record_observed_t2,pnae_record_observed_t3,cohort,pre_2,pre_1,pre_average,pre_trend,post_average,post_compliance,observed_all_pre,observed_all_post,distance,weights,subclass
4111704,PR,JABOTI,2025,4902,ate_20_mil,8.497398564088058,38.24969400244798,0.75,27.96,618.6,52.69,12.21,1.16,0.718,0,TRUE,5.174710910005027,8.080122324159023,30.048255511195972,30,30,5.174710910005027,8.080122324159023,30.048255511195972,30,30,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,5.174710910005027,8.080122324159023,6.627416617082025,2.9054114141539955,30.016085170398657,1,TRUE,TRUE,0.050398582811874246,1,39
4112504,PR,JARDIM ALEGRE,2024,12324,ate_20_mil,9.419303859716559,41.81272314183707,14.29,46.94,608.16,49.92,16.31,1.24,0.689,0,TRUE,2.6109409715967096,66.2985507495826,77.9698726676941,58.5,91.9,2.6109409715967096,66.2985507495826,77.9698726676941,58.5,91.9,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,2.6109409715967096,66.2985507495826,34.454745860589654,63.68760977798589,76.12329088923137,1,TRUE,TRUE,0.08287362132338506,1,73
4112900,PR,JUNDIAÍ DO SUL,2016,3433,ate_20_mil,8.141189793457691,42.44101369064958,7.45,41.11,485.95,53.24,15.55,0.19,0.688,1,FALSE,0,19.855870730254964,34.15909556488784,32.19,31.4,0,19.855870730254964,34.15909556488784,32.19,31.4,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,19.855870730254964,9.927935365127482,19.855870730254964,32.58303185496261,1,TRUE,TRUE,0.043689374906320334,1,61
4112959,PR,JURANDA,2024,7641,ate_20_mil,8.941283763647567,23.583300615102736,1.47,30.46,544.87,32.67,12.98,1.97,0.708,0,TRUE,36.16195090439277,35.62541921746074,88.96141512148994,97.56,63,36.16195090439277,35.62541921746074,88.96141512148994,97.56,63,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,36.16195090439277,35.62541921746074,35.89368506092676,-0.5365316869320296,83.17380504049665,1,TRUE,TRUE,0.03815992441385234,1,36
4113429,PR,LIDIANÓPOLIS,2016,3973,ate_20_mil,8.287276755814599,48.50239114019632,0.77,33.38,477.52,52.16,19.07,8.92,0.68,1,FALSE,0,28.58745988078863,49.83524944849822,51.22999999999999,80.6,0,28.58745988078863,49.83524944849822,51.22999999999999,80.6,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,28.58745988078863,14.293729940394314,28.58745988078863,60.5550831494994,1,TRUE,TRUE,0.027266991477781326,1,62
4113601,PR,LOBATO,2024,4401,ate_20_mil,8.38958706681109,6.725744149057032,0.42,12.86,653.7,13.27,11.81,7.07,0.744,0,TRUE,64.99144946157611,23.538020086083215,20.975247989485872,45.46,70.5,64.99144946157611,23.538020086083215,20.975247989485872,45.46,70.5,1,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,64.99144946157611,23.538020086083215,44.26473477382966,-41.453429375492895,45.64508266316196,0.6666666666666666,TRUE,TRUE,0.01853016699841295,1,58
4113809,PR,LUPIONÓPOLIS,2024,4592,ate_20_mil,8.432070937999402,11.171602787456449,2.39,22.74,636.69,18.05,11.78,3.68,0.71,0,TRUE,33.334317534317535,25.136434569369104,33.114137859177106,29.58,34.2,33.334317534317535,25.136434569369104,33.114137859177106,29.58,34.2,1,0,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,33.334317534317535,25.136434569369104,29.235376051843318,-8.19788296494843,32.29804595305904,0.6666666666666666,TRUE,TRUE,0.01685799225126226,1,71
4113908,PR,MALLET,,12973,ate_20_mil,9.470625553571013,41.64803823325368,5.11,30.29,552.86,47.98,3.51,3.16,0.708,0,TRUE,93.8160978618421,100,92.16167523719852,100,93.7,93.8160978618421,100,92.16167523719852,100,93.7,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,93.8160978618421,100,96.90804893092104,6.1839021381579045,95.28722507906618,1,TRUE,TRUE,0.05736586978893005,1,72
4114104,PR,MANDAGUAÇU,2024,19781,ate_20_mil,9.892477160016076,11.1015621050503,0.38,13.68,693.16,11.24,9.41,4.35,0.718,0,TRUE,25.09725691192285,34.81465314210535,31.752025927217765,34.42,31.6,25.09725691192285,34.81465314210535,31.752025927217765,34.42,31.6,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,25.09725691192285,34.81465314210535,29.9559550270141,9.717396230182498,32.59067530907259,1,TRUE,TRUE,0.02401067151647562,1,34
4114500,PR,MANOEL RIBAS,2024,13169,ate_20_mil,9.48562086171022,48.325613182473994,4.28,36.45,729.51,36.61,14.68,3.96,0.716,0,TRUE,0,0,0.6436412450287923,54.15,37.4,0,0,0.6436412450287923,54.15,37.4,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,0,0,0,30.73121374834293,0.6666666666666666,TRUE,TRUE,0.0387581116834053,1,50
4114708,PR,MARIA HELENA,2016,5956,ate_20_mil,8.6921543938039,32.941571524513094,1.9,25.28,552.13,37.01,15.3,5.2,0.703,1,FALSE,33.95422458731538,36.723558036353225,96.48823481375192,11.87,30.6,33.95422458731538,36.723558036353225,96.48823481375192,11.87,30.6,1,1,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,33.95422458731538,36.723558036353225,35.3388913118343,2.7693334490378447,46.31941160458397,0.6666666666666666,TRUE,TRUE,0.0326769966249224,1,63
4114906,PR,MARILÂNDIA DO SUL,2024,8863,ate_20_mil,9.089640586738398,28.7600135394336,1.93,33.63,497.15,46.47,11.21,1.19,0.691,0,TRUE,25.676881156379316,26.647142018466134,50.150670286247355,84.79,76.5,25.676881156379316,26.647142018466134,50.150670286247355,84.79,76.5,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,25.676881156379316,26.647142018466134,26.162011587422725,0.9702608620868176,70.48022342874913,1,TRUE,TRUE,0.037626138403525404,1,45
4115101,PR,MARILUZ,2016,10224,ate_20_mil,9.232493176617316,17.185054773082943,4.1,38.59,466.87,36.05,18.9,4.76,0.639,1,FALSE,26.327828219578375,96.62912436548223,60.04389631416346,36.17,40,26.327828219578375,96.62912436548223,60.04389631416346,36.17,40,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,26.327828219578375,96.62912436548223,61.4784762925303,70.30129614590385,45.40463210472115,1,TRUE,TRUE,0.029175295815251107,1,64
4115804,PR,MEDIANEIRA,2024,41817,20_a_50_mil,10.641058234397995,10.586603534447711,0.87,12.53,914.67,11.43,5.76,3.9,0.763,0,TRUE,48.05384782311288,99.50364893642477,49.97000510813239,0,1.7,48.05384782311288,99.50364893642477,49.97000510813239,,1.7,1,1,1,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,48.05384782311288,99.50364893642477,73.77874837976883,51.449801113311885,17.22333503604413,0.3333333333333333,TRUE,FALSE,0.08542400476451961,1,76
4115853,PR,MERCEDES,2016,5046,ate_20_mil,8.526351129201004,51.66468489892984,2.33,19.49,657.38,50.87,4.53,5.57,0.74,1,FALSE,0,33.351703184600375,52.592734659477685,84.81,100,0,33.351703184600375,52.592734659477685,84.81,100,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,33.351703184600375,16.675851592300187,33.351703184600375,79.13424488649257,1,TRUE,TRUE,0.04530692897467594,1,65
4115903,PR,MIRADOR,2016,2327,ate_20_mil,7.752335163302292,32.144391920928236,1.93,30.71,474.75,35.13,15.65,11.37,0.68,1,FALSE,100,100,91.44686104023714,91.36,100,100,100,91.44686104023714,91.36,100,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,100,100,100,0,94.26895368007905,1,TRUE,TRUE,0.01657083049333673,1,66
4116109,PR,MOREIRA SALES,2025,12606,ate_20_mil,9.441928170073055,21.20418848167539,3.61,29.37,528.33,35.66,16.83,7.41,0.675,0,TRUE,57.15237800565771,39.71889707896506,65.72451687866928,31.3,33,57.15237800565771,39.71889707896506,65.72451687866928,31.3,33,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,57.15237800565771,39.71889707896506,48.43563754231138,-17.433480926692653,43.341505626223096,1,TRUE,TRUE,0.021109042103427574,1,32
4116307,PR,MUNHOZ DE MELO,2024,3672,ate_20_mil,8.20849175174038,19.00871459694989,0,16,637.77,35.68,11.47,6.46,0.726,0,TRUE,23.70745428973277,0,37.59950074327546,80.01,80.6,23.70745428973277,0,37.59950074327546,80.01,80.6,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,23.70745428973277,0,11.853727144866385,-23.70745428973277,66.06983358109181,1,TRUE,TRUE,0.019539480468981005,1,75
4116406,PR,NOSSA SENHORA DAS GRAÇAS,2024,3836,ate_20_mil,8.252185436003328,17.049009384775808,0.87,17.55,547.55,18.3,13.35,2.15,0.709,0,TRUE,13.86243922204214,32.203851744186046,0,0,0,13.86243922204214,32.203851744186046,0,,,0,1,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,2016,13.86243922204214,32.203851744186046,23.033145483114094,18.341412522143905,0,0,TRUE,FALSE,0.023759307204198464,1,91
4117008,PR,NOVA FÁTIMA,2016,8147,ate_20_mil,9.005405040310642,18.87811464342703,1.66,28.85,555.2,33.29,14.6,3.92,0.688,1,FALSE,47.735916860916866,50.381661075531156,33.4817615129267,31.76,42.7,47.735916860916866,50.381661075531156,33.4817615129267,31.76,42.7,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,47.735916860916866,50.381661075531156,49.05878896822401,2.6457442146142895,35.98058717097557,1,TRUE,TRUE,0.0287620990309411,1,67
4117222,PR,NOVA SANTA ROSA,2016,7626,ate_20_mil,8.939318740417509,30.30422239706268,0.13,14.02,758.84,42.89,3.39,3.85,0.731,1,FALSE,33.557923880049366,22.77912968794732,61.34985050099286,54.07,56.5,33.557923880049366,22.77912968794732,61.34985050099286,54.07,56.5,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,33.557923880049366,22.77912968794732,28.168526783998345,-10.778794192102044,57.306616833664286,1,TRUE,TRUE,0.028842356484009738,1,68
4117255,PR,NOVA PRATA DO IGUAÇU,2016,10377,ate_20_mil,9.247347097605278,41.53416208923581,3.68,25.35,668.06,43.38,10.98,4.86,0.716,1,FALSE,35.980429395698806,31.45260605142002,30.199783367432907,34.75,92.7,35.980429395698806,31.45260605142002,30.199783367432907,34.75,92.7,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,35.980429395698806,31.45260605142002,33.71651772355941,-4.5278233442787865,52.549927789144306,1,TRUE,TRUE,0.040285676314622355,1,69
4117297,PR,NOVO ITACOLOMI,2016,2827,ate_20_mil,7.946971357693591,43.8273788468341,0.27,23.79,553.56,51.11,10.93,2.63,0.71,1,FALSE,22.34384808537351,20.101945766921965,0,0,42.7,22.34384808537351,20.101945766921965,0,,42.7,0,0,0,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,2016,22.34384808537351,20.101945766921965,21.222896926147737,-2.241902318451544,14.233333333333334,0.3333333333333333,TRUE,FALSE,0.03448440471041638,1,70
4117404,PR,OURIZONA,2016,3380,ate_20_mil,8.125630988477065,9.940828402366863,0,14.13,709.99,23.69,9.55,4.95,0.72,1,FALSE,35.12741240397227,33.127958761440546,66.56891945557601,94.82,97.2,35.12741240397227,33.127958761440546,66.56891945557601,94.82,97.2,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,35.12741240397227,33.127958761440546,34.127685582706405,-1.9994536425317264,86.196306485192,1,TRUE,TRUE,0.017043219189396597,1,71
4117453,PR,OURO VERDE DO OESTE,2024,5692,ate_20_mil,8.646816959209742,29.04075895994378,1.39,23.05,578.86,31.27,10.85,0.76,0.709,0,TRUE,34.400031723372194,36.19987669943866,62.02863225119744,69.98,54.3,34.400031723372194,36.19987669943866,62.02863225119744,69.98,54.3,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,34.400031723372194,36.19987669943866,35.29995421140543,1.799844976066467,62.10287741706581,1,TRUE,TRUE,0.03405426596231791,1,63
4117800,PR,PALMITAL,2024,14865,ate_20_mil,9.606764735432199,50.22536158762193,8.69,46.7,447.15,49.15,15.59,2.54,0.639,0,TRUE,0,30.56284001063856,30.38347981253397,35.74,40.8,0,30.56284001063856,30.38347981253397,35.74,40.8,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,30.56284001063856,15.28142000531928,30.56284001063856,35.641159937511325,1,TRUE,TRUE,0.026173437947925066,1,92
4118006,PR,PARAÍSO DO NORTE,2016,11772,ate_20_mil,9.373479109353363,5.71695548759769,0.18,10.52,864.18,24.68,9.78,3.58,0.746,1,FALSE,100,83.37596203809916,99.20687515419755,95.66,100,100,83.37596203809916,99.20687515419755,95.66,100,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,100,83.37596203809916,91.68798101904957,-16.62403796190084,98.28895838473251,1,TRUE,TRUE,0.05509351800200949,1,72
4118709,PR,PAULO FRONTIN,2016,6913,ate_20_mil,8.841158975945264,68.56646897150297,5.7,32.03,579.76,63.84,3.95,0.94,0.708,1,FALSE,26.074645669291343,80.27147360126082,37.80636310566258,81.36,77.5,26.074645669291343,80.27147360126082,37.80636310566258,81.36,77.5,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,26.074645669291343,80.27147360126082,53.17305963527608,54.19682793196948,65.5554543685542,1,TRUE,TRUE,0.08323852940029265,1,73
4118907,PR,PÉROLA,2016,10208,ate_20_mil,9.23092700558457,20.94435736677116,0.18,12.84,637.59,20.51,9.2,2.15,0.7,1,FALSE,41.095888942488074,46.17473729054246,50.27463059256109,38.12,34.7,41.095888942488074,46.17473729054246,50.27463059256109,38.12,34.7,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,41.095888942488074,46.17473729054246,43.63531311651526,5.078848348054386,41.031543530853696,1,TRUE,TRUE,0.023391010038692078,1,74
4119004,PR,PÉROLA D'OESTE,2020,6761,ate_20_mil,8.818926087090677,52.86200266232806,2.77,24.16,613.32,54.99,10.42,6.93,0.726,0,TRUE,16.392440025252526,34.54610471691837,34.673233670821304,70.89,40.4,16.392440025252526,34.54610471691837,34.673233670821304,70.89,40.4,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,16.392440025252526,34.54610471691837,25.46927237108545,18.153664691665846,48.6544112236071,1,TRUE,TRUE,0.05175539575326831,1,82
4119251,PR,PINHAL DE SÃO BENTO,2016,2625,ate_20_mil,7.872836175025724,55.58095238095238,0.99,25.52,514.89,58.43,9.73,7.59,0.695,1,FALSE,29.036966104271162,2.7792898082033877,61.31134984338294,90.45,100,29.036966104271162,2.7792898082033877,61.31134984338294,90.45,100,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,29.036966104271162,2.7792898082033877,15.908127956237275,-26.257676296067775,83.92044994779431,1,TRUE,TRUE,0.016908636530865367,1,75
4119608,PR,PITANGA,2016,32638,20_a_50_mil,10.39323253269088,36.91402659476684,4.85,34.2,609.77,40.19,11.3,2.62,0.702,1,FALSE,44.14563566313237,85.56394640682095,38.03789045027838,44.09,71.1,44.14563566313237,85.56394640682095,38.03789045027838,44.09,71.1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,44.14563566313237,85.56394640682095,64.85479103497666,41.41831074368858,51.07596348342613,1,TRUE,TRUE,0.08503094956035304,1,76
4119657,PR,PITANGUEIRAS,2024,2814,ate_20_mil,7.942362237674335,27.50533049040512,0.61,18.08,518.34,45.22,13.19,6.65,0.71,0,TRUE,66.98750267608648,100,85.92073723228995,74.18,59,66.98750267608648,100,85.92073723228995,74.18,59,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,66.98750267608648,100,83.49375133804324,33.01249732391352,73.03357907742999,1,TRUE,TRUE,0.0483330302991452,1,48
4119806,PR,PLANALTO,2016,13654,ate_20_mil,9.521787797978225,55.55881060495093,2.5,26.19,641.16,52.22,10.08,4.76,0.706,1,FALSE,37.769429378111305,34.42293445547521,41.88454650062174,46.71,100,37.769429378111305,34.42293445547521,41.88454650062174,46.71,100,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,37.769429378111305,34.42293445547521,36.096181916793256,-3.346494922636097,62.86484883354058,1,TRUE,TRUE,0.046272891374019784,1,77
4119905,PR,PONTA GROSSA,2023,311611,100_a_500_mil,12.649510894024447,2.2072391539451433,1.63,21.4,877.1,4.52,3.9,3.82,0.763,0,TRUE,17.54891820139085,26.7081554132387,31.75152246197671,36.08,39.7,17.54891820139085,26.7081554132387,31.75152246197671,36.08,39.7,0,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,17.54891820139085,26.7081554132387,22.128536807314774,9.159237211847849,35.843840820658905,1,TRUE,TRUE,0.0652748788883359,1,95
4120200,PR,PORTO RICO,2016,2530,ate_20_mil,7.835974581721566,30.27667984189723,2.68,27.3,590.58,26.81,13.56,11.94,0.735,1,FALSE,0,0,20.23474053594215,8.83,93.9,,,20.23474053594215,8.83,93.9,0,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,2016,0,0,0,0,40.98824684531405,0.3333333333333333,FALSE,TRUE,0.014109269069537753,1,78
4120309,PR,PORTO VITÓRIA,2016,4020,ate_20_mil,8.299037181613066,44.40298507462686,1.49,33.92,531.11,44.06,6.46,0.38,0.685,1,FALSE,40.33818926631685,46.18924856527977,45.70117488082279,78.4,79.2,40.33818926631685,46.18924856527977,45.70117488082279,78.4,79.2,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,40.33818926631685,46.18924856527977,43.26371891579831,5.851059298962916,67.7670582936076,1,TRUE,TRUE,0.025284691778984382,1,79
4120358,PR,PRANCHITA,2016,5628,ate_20_mil,8.63550941823428,35.9452736318408,3.73,21.97,815.6,29.89,9.99,8.13,0.752,1,FALSE,35.52576150356448,31.04448742746615,65.29230694887407,59.97,100,35.52576150356448,31.04448742746615,65.29230694887407,59.97,100,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,35.52576150356448,31.04448742746615,33.28512446551532,-4.48127407609833,75.0874356496247,1,TRUE,TRUE,0.03116893654523023,1,80
4120408,PR,PRESIDENTE CASTELO BRANCO,2024,4784,ate_20_mil,8.473032295630468,12.270066889632108,1.33,13.79,603.83,19.15,13.42,8.75,0.713,0,TRUE,41.89932107964895,38.944485566247224,53.852515221374944,63.44,62.6,41.89932107964895,38.944485566247224,53.852515221374944,63.44,62.6,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,41.89932107964895,38.944485566247224,40.42190332294808,-2.9548355134017257,59.96417174045831,1,TRUE,TRUE,0.015664537279852512,1,66
4120507,PR,PRIMEIRO DE MAIO,2024,10832,ate_20_mil,9.290259995152056,6.914697193500738,1.83,27.86,604.96,27.68,11.17,2.03,0.701,0,TRUE,51.05919300807422,48.94546263345196,58.430689748935016,87.27,37.6,51.05919300807422,48.94546263345196,58.430689748935016,87.27,37.6,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,51.05919300807422,48.94546263345196,50.002327820763085,-2.113730374622257,61.10022991631167,1,TRUE,TRUE,0.03068844237562892,1,67
4120655,PR,QUARTO CENTENÁRIO,,4856,ate_20_mil,8.487970332739334,40.0329489291598,4.02,30.48,723.41,42.28,13.78,3.16,0.71,0,TRUE,42.74733472472925,28.180265135984694,36.482337483746676,80.57,36.4,42.74733472472925,28.180265135984694,36.482337483746676,80.57,36.4,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,42.74733472472925,28.180265135984694,35.46379993035697,-14.567069588744555,51.15077916124889,1,TRUE,TRUE,0.03400531106430017,1,80
4121208,PR,QUITANDINHA,2022,17089,ate_20_mil,9.746190260646909,71.4026566797355,6.88,40.99,452.08,48.95,7.64,3.13,0.68,0,TRUE,41.126261903057205,52.495224135174034,47.60952247412561,47.15,50.6,41.126261903057205,52.495224135174034,47.60952247412561,47.15,50.6,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,41.126261903057205,52.495224135174034,46.81074301911562,11.368962232116829,48.45317415804187,1,TRUE,TRUE,0.04119265896387298,1,97
4121406,PR,REALEZA,2016,16338,ate_20_mil,9.701248961901815,27.800220345207492,1.16,17.45,704.94,25.43,8.4,3.84,0.722,1,FALSE,58.937438135323326,62.3978774576192,83.3510381011628,80.37,92.9,58.937438135323326,62.3978774576192,83.3510381011628,80.37,92.9,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,58.937438135323326,62.3978774576192,60.66765779647126,3.4604393222958763,85.54034603372094,1,TRUE,TRUE,0.04021604868995125,1,81
4121604,PR,RENASCENÇA,2016,6812,ate_20_mil,8.826441041782578,48.84028185554903,4.74,29.27,831.49,49.98,10.31,4.47,0.733,1,FALSE,33.45397181693478,32.8819866782508,63.69300937766411,63.59,100,33.45397181693478,32.8819866782508,63.69300937766411,63.59,100,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,33.45397181693478,32.8819866782508,33.16797924759279,-0.5719851386839849,75.76100312588804,1,TRUE,TRUE,0.05074884419569803,1,82
4121752,PR,RESERVA DO IGUAÇU,2016,7307,ate_20_mil,8.896588071791218,46.55809497741891,13.61,53.48,419.62,40.15,13.31,3.96,0.648,1,FALSE,41.53887303851641,43.44937308565258,45.928448112148885,31.89,47,41.53887303851641,43.44937308565258,45.928448112148885,31.89,47,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,41.53887303851641,43.44937308565258,42.4941230620845,1.9105000471361748,41.606149370716295,1,TRUE,TRUE,0.01638903422775844,1,83
4121802,PR,RIBEIRÃO CLARO,,10678,ate_20_mil,9.275940829060131,33.64862333770369,5.29,28.99,639.91,27.58,7.94,1.93,0.716,0,TRUE,30.775349087003228,29.943698633940464,33.63865581124865,56.69,52.7,30.775349087003228,29.943698633940464,33.63865581124865,56.69,52.7,1,0,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,30.775349087003228,29.943698633940464,30.359523860471846,-0.831650453062764,47.67621860374955,1,TRUE,TRUE,0.030984843301894972,1,60
4122503,PR,RONCADOR,2022,11537,ate_20_mil,9.35331454092729,38.28551616538095,6.64,41.92,500.36,40.98,16.62,2.35,0.681,0,TRUE,39.3638061352734,34.743099614101645,52.746592611539434,50.85,46.39999999999999,39.3638061352734,34.743099614101645,52.746592611539434,50.85,46.39999999999999,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,39.3638061352734,34.743099614101645,37.05345287468752,-4.620706521171755,49.99886420384647,1,TRUE,TRUE,0.03962701740757323,1,69
4122651,PR,ROSÁRIO DO IVAÍ,2020,5588,ate_20_mil,8.628376720376853,51.30637079455977,7.67,44.4,422.97,50.45,21.17,3.63,0.662,0,TRUE,16.539604755784058,32.081170779931504,91.79784440885341,100,93.8,16.539604755784058,32.081170779931504,91.79784440885341,100,93.8,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,16.539604755784058,32.081170779931504,24.310387767857783,15.541566024147446,95.1992814696178,1,TRUE,TRUE,0.036479244355866844,1,84
4122800,PR,SALGADO FILHO,2016,4403,ate_20_mil,8.390041405755754,48.807631160572335,3.35,30.43,557.15,55.01,11.57,8.16,0.7,1,FALSE,38.541201697956325,58.62822292740976,35.17644573444045,41.27,33.4,38.541201697956325,58.62822292740976,35.17644573444045,41.27,33.4,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,38.541201697956325,58.62822292740976,48.58471231268304,20.087021229453434,36.61548191148015,1,TRUE,TRUE,0.03454171586792697,1,84
4122909,PR,SALTO DO ITARARÉ,,5178,ate_20_mil,8.552174160311482,28.09965237543453,4.11,35.4,490.56,43.6,15.96,2.76,0.704,0,TRUE,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,2016,0,0,0,0,0,0,TRUE,FALSE,0.03531976498652173,1,70
4123808,PR,SANTA IZABEL DO OESTE,2016,13132,ate_20_mil,9.482807278621483,43.4891867194639,4.1,31.1,540.49,38.46,10.49,6.19,0.696,1,FALSE,56.175469233608766,45.83539921667572,32.363507847361134,0,19,56.175469233608766,45.83539921667572,32.363507847361134,,19,1,1,1,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,56.175469233608766,45.83539921667572,51.00543422514224,-10.340070016933048,17.12116928245371,0.3333333333333333,TRUE,FALSE,0.029044502728024366,1,85
4123907,PR,SANTA MARIANA,2016,12435,ate_20_mil,9.428270356237505,33.09207880981102,1.72,27.23,564.1,34.18,14.62,2.5,0.7,1,FALSE,0,27.94519486056472,8.023249448550128,45.85,0,0,27.94519486056472,8.023249448550128,45.85,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,2016,0,27.94519486056472,13.97259743028236,27.94519486056472,17.957749816183377,0.3333333333333333,TRUE,TRUE,0.04325781859977308,1,86
4124020,PR,SANTA TEREZA DO OESTE,2025,10332,ate_20_mil,9.243001154215731,22.231900890437476,2.73,27.76,573.27,17.79,8.09,3.32,0.705,0,TRUE,38.51094844844845,42.57902163687676,34.11166673102419,25.27,36.4,38.51094844844845,42.57902163687676,34.11166673102419,25.27,36.4,1,1,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,38.51094844844845,42.57902163687676,40.5449850426626,4.068073188428308,31.927222243674727,0.6666666666666666,TRUE,TRUE,0.02109384654627445,1,74
4124103,PR,SANTO ANTÔNIO DA PLATINA,2022,42707,20_a_50_mil,10.662118120207166,13.49427494321774,1.4,23.53,765.04,16.57,10.35,2.2,0.718,0,TRUE,28.28669203530469,54.57989701207144,56.54321677896296,71.66,68.2,28.28669203530469,54.57989701207144,56.54321677896296,71.66,68.2,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,2016,28.28669203530469,54.57989701207144,41.43329452368806,26.293204976766752,65.46773892632099,1,TRUE,TRUE,0.04849239142504307,1,47
4124202,PR,SANTO ANTÔNIO DO CAIUÁ,2020,2727,ate_20_mil,7.910957382845589,22.14888155482215,2.73,28.88,455.52,41.18,14,5.53,0.696,0,TRUE,35.923619309982946,32.384170481256966,21.922280458352603,0,17.6,35.923619309982946,32.384170481256966,21.922280458352603,,17.6,1,1,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,2016,35.923619309982946,32.384170481256966,34.153894895619956,-3.5394488287259804,13.174093486117535,0,TRUE,FALSE,0.02215601457302629,1,59
