code_muni,year,uf,municipality,population_2010,rural_share_2010,extreme_poverty_pct_2010,vulnerable_poverty_pct_2010,income_pc_2010,agricultural_employment_pct_2010,adult_illiteracy_pct_2010,public_sector_employment_pct_2010,idhm_2010,log_population_2010,population_class,adoption_year,value_transferred,value_family_farming,af_share_observed,pnae_record_observed,af_share,compliant_30,treated_currently
1100122,2017,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,822913.6,356107.14,43.273940301873736,TRUE,43.273940301873736,1,FALSE
1100122,2018,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,878190,249584.07,28.42,TRUE,28.42,0,FALSE
1100122,2019,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,915128,334612.33,36.6,TRUE,36.6,1,FALSE
1100122,2020,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,1054930.8,341805.02,32.40070533536418,TRUE,32.40070533536418,1,FALSE
1100122,2021,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,1090949.2,535001.13,49.0399672138721,TRUE,49.0399672138721,1,FALSE
1100122,2022,RO,JI-PARANÁ,116610,10.07803790412486,2.67,26.26,743.35,12.17,8.38,7.09,0.714,11.666590312514378,100_a_500_mil,2026,833766,351060.54,42.105403674412244,TRUE,42.105403674412244,1,FALSE
1100130,2014,RO,MACHADINHO D'OESTE,31135,48.0552432953268,17.59,51.72,401.42,48.35,12.85,5.02,0.596,10.346087867306553,20_a_50_mil,,314772,96901.86,30.78477755327666,TRUE,30.78477755327666,1,FALSE
1100130,2015,RO,MACHADINHO D'OESTE,31135,48.0552432953268,17.59,51.72,401.42,48.35,12.85,5.02,0.596,10.346087867306553,20_a_50_mil,,344302,17659.25,5.12900012198593,TRUE,5.12900012198593,0,FALSE
1100130,2016,RO,MACHADINHO D'OESTE,31135,48.0552432953268,17.59,51.72,401.42,48.35,12.85,5.02,0.596,10.346087867306553,20_a_50_mil,,231485.42,164356.9,71.00097276104906,TRUE,71.00097276104906,1,FALSE
1100130,2017,RO,MACHADINHO D'OESTE,31135,48.0552432953268,17.59,51.72,401.42,48.35,12.85,5.02,0.596,10.346087867306553,20_a_50_mil,,427391.6,301957.33,70.65120839997792,TRUE,70.65120839997792,1,FALSE
